variable,count
wspu,1
wspv,1
wt,3
wtmp,1
wu_422,4
wv_423,4
wvht,1
x,12
x_gradient,3
x_wind,42
xmis,1
xmiss_v,1
y,5
y_gradient,3
y_wind,42
year,13
yeardeployed,1
yield,1
z,3
z_mean,2
zlev,6
